board,tokens
Military,分享 經濟 學人 烏克蘭 俄國 傷亡 人數
Military,新聞 北韓 首 公開 自造 核 潛艦 若 為 真 加劇 南韓
Military,分享 德國 國防股 暴漲 軍火商 加緊 準備
Military,新聞 談 國防 預算 軍購 卓榮泰 未 受到 任何 國
Military,分享 震撼 烏克蘭 十 天 基輔 堅韌 迴響
Military,新聞 印尼 考慮 購買 義大利 退役 航艦
Military,新聞 參謀 嘆 歐 軍力 照 鏡子 才 發現 沒 穿 褲
Military,情報 歐洲 美國 停止 情報 支持 後 急於 協助 烏克蘭
Military,新聞 國軍 發布 射擊 通告 疑 針對 屏東 外海 中國權
Military,新聞 柯伯吉 質疑 賣 潛艦 澳洲 難 防 中國 犯台
Military,情報 川普 表示 俄羅斯 打交道 烏克蘭 容易
Military,新聞 狂 轟 烏克蘭 14 死 川普 普丁 做
Military,討論 堤豐 飛彈 系統 是否 亦 適合 東亞 台灣 使用
Military,討論 全 程 無線電 控制 防空 飛彈 成本 會 低 很多 嗎
Military,情報 俄軍 疑 嘗試 用 地下 天然氣管 滲透 蘇賈 失敗
Military,新聞 德國 情報 局長 稱 俄羅斯 計畫 測試 北約 第五 條
Military,情報 烏俄 戰爭 戰報 20250307
Military,公告 違規 懲處 hljjun
Military,情報 烏俄 戰爭 戰線 情報 20250308
Military,情報 烏俄 戰爭 談判 情報 20250308
Military,討論 土耳其 離 自行 擁 核 還 有 多 遠
Military,情報 烏俄 戰爭 美 暫停 烏 軍援 20250308
Military,情報 庫斯克 行動 烏軍 無 撤退 計畫
Military,情報 烏克蘭 紅軍村 反擊 烏軍 收復 烏達奇涅
Military,分享 他 背叛 我們 每 個 人 美國 志願兵 發聲
Military,新聞 德軍 再 武裝化 將 如何 拯救 歐洲
Military,分享 俄羅斯 經濟 完全 依賴 戰爭 和平 不 他 選項
Military,情報 庫斯克 烏軍 後勤 遭到 破壞 面臨 被 包圍 危險
Military,情報 川普 能 理解 普丁 利用 暫停 軍援 擴大 戰果
Military,新聞 拋棄 歐洲 川普 考慮 撤軍 德國 人 匈
Military,情報 美 官員 稱 只 暫停 打擊 俄 本土 目標 情報
Military,新聞 加拿大 將 增加 北極 地區 軍事 存在
Military,情報 美國 正 規劃 如何 戰後 迅速 放鬆 俄 制裁
Military,情報 烏軍 稱 情報 中斷 主要 影響 大後方 空襲 預警
Military,分享 俄羅斯 消耗戰 中 正 處於 劣勢
Military,新聞 美國 空軍 首 授 忠誠 僚機 正式 編號 兩
Military,情報 將 為 烏克蘭 分析 法國 衛星 影像
Military,情報 歐洲 加緊 為 烏克蘭 替代 馬斯克 星鏈 寬頻
Military,情報 共和黨 議員 敦促 恢復 烏 軍事 情報 援助
Military,情報 庫斯克 行動 蘇賈 局勢
Military,新聞 暫停 情資 共享 嚴重 影響 庫斯克 戰況
Military,討論 台灣 該 迅速 大規模 擴軍 備戰
Military,情報 消息 稱 美國 將 停止 歐洲 參加 聯合軍演
Military,新聞 波蘭 成年 男子 都 教召 修憲 讓 軍費 保證
Military,提問 台灣人 想法 不 很 怪
Military,新聞 美國 1 名 現役 軍人 被 捕 涉嫌 將 國防 機密 賣
Military,情報 歐盟 未 能 峰會 中 就 烏克蘭 問題 達成 一致
Military,分享 俄國 侵略 烏克蘭 真正 原因 不 北約 東 擴
Military,分享 德國 新 總理 希望 今年 恢復 義務役 徵兵制
Military,分享 歐洲 必須 削減 福利 國家 打造 戰爭 國家
Military,新聞 加拿大 第51 州 言論 如何 被 視為 極其 嚴肅
Military,情報 據稱 普丁 同意 有 條件 停火
Military,新聞 丹麥 首相 正 考慮 核武 部署
Military,新聞 幻象 俄 巡弋 飛彈 首 殺
Military,新聞 卓榮泰 面對 中國 威脅 必須 強大 自己
Military,新聞 范斯 暗示 某 隨機 國家 多 年 沒 打仗 惹怒 英
Military,分享 國防部 公開 360 影片
Military,情報 烏軍 官方 殲 敵 統計 情報 數 則 25
Military,分享 消息 稱 庫斯克 決鬥
Military,情報 烏克蘭 尚未 完全 失去 衛星 情報
Military,新聞 重工業 歐洲 王牌
Military,分享 凱洛格 稱 未 表示 哪 年 哪 天 24 小時 結束
Military,新聞 加強 警戒 金防部 3月 起 武裝 衛哨 全面 上線
Military,新聞 美 將 恢復 軍援 烏克蘭 白宮 國安 顧問 須達
Military,新聞 敘利亞 新 政權 恐 不保 德魯茲人 反 阿薩
Military,情報 川普 憤怒 加劇 要求 俄羅斯 同意 談判
Military,情報 砲塔 升級 原型車 側拍照
Military,新聞 川普 再 傳 下 重手 烏克蘭 被 斷 軍援 情報 後
Military,情報 芬蘭 開始 為 美國 可能 不 履行 第五 條 做 準備
Military,新聞 波蘭 計劃 擴軍 至 50萬 人 靠 核武 保護
Military,情報 川普 你們 兩 個 最好 趕快 上桌子
Military,新聞 態度 轉彎 川普 發文 稱 強烈 考慮 制裁 俄
Military,情報 以色列 痛 批 川普 獨自 哈瑪斯 談判
Military,情報 川普 想 把 駐 德國 美軍 轉移 去 匈牙利
Military,分享 援助 烏克蘭 美國 而言 一 項 偉大 投資
Military,分享 華爾街日報 俄國 持續 擴大 衝突
Military,提問 左營 有 機會 可以 參觀 軍艦 嗎
Military,新聞 韓 購買 波蘭 總統 北約 大讚
Military,討論 川普 為 兩岸 開戰 做 準備
Military,情報 國內 民調 因 川 政府 行為 巨幅 上升
Military,情報 俄羅斯 大規模 飛彈 無人機 攻擊 烏克蘭
Military,新聞 徐巧芯 國軍 加薪 2萬 玩 真的
Military,情報 庫斯克 情勢 惡劣 烏克蘭 即將 撤軍
Military,新聞 安保 成為 交易 美 要 韓 付 更多 駐軍 分擔金
Military,新聞 暫停 軍援 烏克蘭 美 特使 宛如 頑固 騾
Military,討論 外國人 翻越 圍欄 進 捷運站 大喊 解放 巴勒斯坦
Military,新聞 川普 有 信心 習近平 不會 他 任內 侵 台
Military,情報 烏俄 戰爭 戰報 20250306
Military,情報 烏俄 戰爭 戰線 情報 20250307
Military,情報 烏俄 戰爭 談判 情報 20250307
Military,情報 烏俄 戰爭 美 烏 暫停 軍援 20250307
Military,情報 庫斯克 行動 烏軍 情勢 惡劣 250307
Military,情報 逃兵 傷亡 烏俄 傷亡率 特別 報告
Military,新聞 俄 稱 停戰 談判 不能 讓 戰俘 去 韓國
Military,公告 違規 懲處 mnb 1234 561
Military,新聞 成功 級 張騫 軍艦 76 快砲膛 無 人員 傷
Military,分享 柯柏吉 任命 聽證會 有關 台灣 印太 發言 1
Military,分享 柯伯吉 任命 聽證會 有關 台灣 印太 發言 2
Military,情報 已 切斷 烏克蘭 獲取 其 衛星 圖像 權限
Military,分享 美國 暫停 烏 軍事 援助 歐洲 能否 補足 缺口
Military,情報 羅馬尼亞 有 人瑞 謀劃 政變 被 捕
Military,新聞 快訊 法國 巴黎 火車 軌道 上 驚見 二戰 未 爆
Military,新聞 川普 將 被 提名 諾貝爾 和平獎 他 親眼 見證 曝
Military,情報 英國 將 繼續 烏克蘭 提供 情報
Military,情報 烏軍 官方 殲 敵 統計 情報 數 則 25
Military,討論 日本 需要 解除 封印 不 安保 條約
Military,新聞 快訊 海軍 軍艦 76 快砲 射擊 訓練 膛炸
Military,情報 庫斯克 突出部 恐 將 面臨 去留 問題
Military,分享 空 射 雄 三 飛彈 首度 曝光
Military,新聞 石破 稱 日 美 安保 並非 單方面 關係
Military,分享 立陶宛 前外長 川普 普丁 互 不 侵犯 條約
Military,情報 俄 大使 談 協議 需 承認 俄羅斯 擴張 領土
Military,新聞 被 台商 父子 共諜 收買 2 軍人 貪污罪 判刑 定讞
Military,新聞 不只 1 架 出包 南韓 2 架 誤炸 住宅區 增
Military,分享 美國 盟國 不 信任 川普 處理 共享 機密 情報
Military,情報 川普 公開 質疑 北約 盟國 不會 馳援 美國
Military,新聞 首次 提議 韓 負責 維修 5 6 艘 軍艦
Military,新聞 烏 經濟 利益 范斯 阻 俄 入侵 最佳 保證
Military,新聞 川普 不滿 美 日 安保 條約 覺得 沒 互惠
Military,新聞 特朗普 將 撤銷 24萬 烏克蘭人 法律 地位
Military,新聞 顧立雄 承諾 國軍 官兵 會 有感 加薪 訓
Military,新聞 國軍 兵力 總員額 上 調增 將官 預算 員額 今
Military,情報 義大利 提議 將 烏克蘭 納入 北約 第五 條 條款
Military,新聞 星艦 再度 爆炸
Military,公告 違規 懲處 jinkela1
Military,新聞 中科院 戰車 性能 提升 測試 清晰 曝光 陸軍 說法
Military,新聞 國防 預算 可 達 gdp 顧立雄 遵照
Military,情報 財長 別 懷疑 美國 全力 制裁 俄國 決心
Military,新聞 無 人 職守 船舶
Military,情報 歐洲 規劃 天空之盾 防空 計畫
Military,討論 川普 臺灣 國防 策略
Military,情報 烏克蘭 部隊 近期 戰術 反擊 情報 彙整
Military,情報 試圖 烏克蘭 取代 starlink
Military,分享 烏克蘭 鷹式 防空 操作員 感謝 美國 援助
Military,情報 川普 考慮 北約 政策 進行 重大 調整
Military,情報 以色列 研議 限制 美國 分享 情報
Military,情報 烏克蘭 在野黨 稱 美國 接洽 沒有 談 選舉
Military,情報 川普 要求 烏克蘭 同意 停火 才 能 簽 礦產 協議
Military,情報 普丁 拒絕 做出 任何 妥協
Military,新聞 中國 美俄 無 權 決定 烏克蘭 和平 協議 條件
Military,分享 尼爾佛格森 川普 想 烏克蘭 礦產 得到 什麼
Military,分享 尼爾佛格森 川普 想 學 尼克森 面臨 風險
Military,新聞 法國 馬將 考慮 使用 核武 保護 法國 盟友
Military,情報 和平 特使 烏 被 斷 援助 情報 自作自受
Military,情報 馬斯克 宣布 週 五星艦 第八 次 飛行 測試
Military,情報 歐盟 將 進行 恢復 俄 天然氣 過境 烏克蘭 談判
Military,新聞 鎮海 火箭彈 砲罩 不利 射擊 海巡艦 重回 人力
Military,情報 烏克蘭 反對派 重申 反對 戰爭 期間 選舉
Military,新聞 韓 飛行員 輸入 錯 攻擊 座標 釀禍
Military,新聞 面對 潛在 威脅 司徒文 台灣 應 實施 兩
Military,情報 英 法 敲定 停火 計畫 美 強調 俄 侵略 者
Military,新聞 川普 政府 盼 日本 調高 防衛費 日方 表示 礙難
Military,新聞 撤除 情報 共享 後 烏克蘭 綜合 影響
Military,情報 隨著 川普 親 俄 盟友 考慮 減少 分享 情報
Military,討論 美國 間接 切斷 烏克蘭 遠程 打擊 能力
Military,新聞 美媒 川普 準備 發布 行政 命令 扶持 美國 造
Military,情報 烏俄 戰爭 戰報 20250305
Military,情報 烏俄 戰爭 戰線 情報 20250306
Military,情報 烏俄 戰爭 談判 情報 20250306
Military,情報 烏俄 戰爭 美 暫停 烏 軍援 20250306
Military,情報 外長 歐洲 維和 部隊 視同 北約 介入
Military,新聞 愛國者 導彈 都 變 廢鐵 為 逼烏 接受
Military,情報 川普 斷 烏 援助 蓄謀 已 久
Military,情報 美 官員 烏 反對派 討論 趕 司機 下台
Military,新聞 面對 潛在 威脅 司徒文 台灣 應 實施 兩 年 義
Military,討論 不能 新加坡 遊走 兩 邊 得利
Military,新聞 吳志中 彭博 專訪 台 將 擴大 美 軍購
Military,分享 川普 想 摧毀 歐盟 以 自己 方式 重構
Military,分享 川普 烏克蘭 武器 凍結 教訓
Military,分享 波羅的海 國家 感受到 美國 停止 烏克蘭 軍援
Military,分享 俄羅斯 尋求 保持 敘利亞 軍事 基地 協議
Military,情報 波蘭 警告 切斷 星鏈 將 引發 國際 危機
Military,新聞 南韓 開發 新一代 戰機 發動機
Military,新聞 美 國防 次長 提名人 台灣 國防 預算 應 增至 gd
Military,情報 烏軍 官方 殲 敵 統計 情報 數 則 25
Military,新聞 中國 怒 喊 關稅戰 奉陪 到底 美 防長 回嗆
Military,新聞 法國 願意 持續 烏克蘭 提供 情資
Military,情報 美國 承認 俄 烏 戰爭 一 場 代理人 戰爭
Military,新聞 若 美 台 國防 支出 過度 施壓 恐 正中 北京 下
Military,情報 前 司令 札盧 日內 痛 批 川普 毀滅 世界 秩序
Military,情報 川普 如何 摧毀 美國 國防 產業
Military,情報 馬克宏 歐洲 未來 不能 美國 俄國 決定
Military,新聞 立院 刪 國防 預算 美 軍委會 議員 批評 玩 危險
Military,新聞 美國 起訴 中國 駭客 嫌犯 涉 攻擊 台灣 外交部
Military,情報 想要 裁撤 美軍 炮彈 炸彈 產線
Military,情報 更新 烏 消息 稱 情報 分享 已 完全 停止
Military,新聞 德國 計畫 雙 巴祖卡 加強 國防 建設
Military,新聞 川普 聲稱 收 澤倫斯基 求和 信 烏克蘭 打
Military,情報 想 重振 美 造船業
Military,新聞 美國 暫停 使用 軍機 執行 昂貴 遣返
Military,新聞 韓國 京畿道 抱川 民宅 遭 砲擊 軍警 調查 中
Military,新聞 德 聯盟黨 提 恢復 義務役 新 內閣 可望 推動
Military,分享 烏克蘭 愛國者 f16 人員 美國 表達 感謝
Military,分享 英 查爾斯 國王 視察 英國 船隻
Military,新聞 陸軍 海龍 蛙兵 要 買 新 突擊 快艇 航特部
Military,情報 烏方 稱 美 選擇性 暫停 給予 打擊 俄 本土 情報
Military,情報 司機 表示 深感 遺憾 願意 美 合作 簽 協議
Military,新聞 海保 認定 中國 海警船 為 武裝 船 搭載
Military,新聞 區域 安全 兵 推 能源 問題 仍 為 台灣 最 大 要
Military,情報 烏俄 戰爭 戰報 20250304
Military,情報 烏俄 戰爭 戰線 情報 20250305
Military,情報 烏俄 戰爭 談判 情報 20250305
Military,情報 烏俄 戰爭 美 暫停 烏 軍援 20250305
Military,新聞 台灣 尋求 美國 建立 更 緊密 安全 關係
Military,情報 白宮 稱 俄 達成 談判 日期 才 會 繼續 軍援
Military,公告 懲處 修改
Military,新聞 格陵蘭 總理 斷然 回絕 我們 不 想 當 美國人
Military,情報 美 國安 顧問 稱 美 烏 新 一 輪 談判 籌備 中
Military,新聞 顯示 能源 緊張 前處長 司徒文
Military,情報 川普 計劃 暫停 烏 軍援 1 週 作為 施壓
Military,情報 盧卡申科 俄國 永遠 不 同意 西方 入 烏維
Military,分享 歐洲 能 單獨 支援 烏克蘭 戰鬥 嗎
Military,情報 烏 俄 不可 回復 損失 人數 約
Military,新聞 張憲義 罕見 受 訪 cnn 不 後悔 美 通風報信
Military,分享 美國 太空軍 考慮 重啟 廢棄 環礁 當作 測試 基地
Military,情報 烏軍 官方 殲 敵 統計 情報 數 則 25
Military,分享 烏克蘭 士兵 投擲 蜂箱 手榴彈
Military,新聞 質疑 他國 赴 烏克蘭 維和 惹議 范斯 沒 說
Military,情報 每日郵報 英 法 烏 三 國 領袖 下 周 去 白宮
Military,新聞 台灣 打算 烏克蘭 企業 學習 戰時 經驗
Military,新聞 華盛頓 禁止 英國 烏克蘭 分享 軍事 情報
Military,情報 中國 外交部 美國 想 開戰 就 來
Military,情報 石破茂 日本 軍費 日本 自己 決定
Military,討論 烏克蘭 戰略 誤判
Military,新聞 顧立雄 建構 後備 動員 合一 機制
Military,新聞 國防院 駐點 學者 鼓吹 台灣 納為 美 51 州 國防
Military,情報 司機 命令 官員 查清 軍援 實際 狀況
Military,情報 美 官員 表示 軍援 已 運抵 烏克蘭
Military,情報 儘管 司機 發表 聲明 美 軍援 持續 暫停
Military,情報 表示 美國 希望 烏克蘭 私人 對話
Military,討論 淡水 登陸 可行性
Military,情報 局長 證實 美國 軍援 情報 共享 暫停
Military,新聞 暫停 軍援 還 不 夠 川普 禁止 盟友 烏克蘭
Military,新聞 不僅 美國 會 大砍 海軍 計畫
Military,新聞 柯伯吉 台灣 國會 減 軍費 令 人 不安 國防 開
Military,情報 川普 政府 已 停止 烏克蘭 軍事 融資
Military,新聞 柯伯吉 台灣 淪陷 美國 來說 災難
Military,分享 美國 外交 權威 帝國 自毀 前所未見
Military,情報 歐盟 匈牙利 斯洛伐克 阻 軍援 竊喜
Military,新聞 遵守 國際法 使 愛沙尼亞 海軍 更 難 保護 電纜
Military,新聞 我 背叛 黨 回到 祖國 烏 陣亡
Military,情報 中 印 俄 貿易額 去年 創 新高
Military,新聞 國軍 新式 抗彈板 陶瓷片 台 韓 二 管道 籌獲
Military,新聞 中共 統戰部長 下令 積極 操作 疑 美 恨 川
Military,新聞 美 準 國防部 次長 將 加速 擴大 台 軍售
Military,情報 川普 國會 演講 相關 內容 節錄
Military,新聞 川普 感謝 澤倫斯基 來信 美 已 收到 俄方
Military,新聞 中國 2025年 軍費 增幅 總預算 達 8兆 元
Military,新聞 美國 睽違 20 年 擬 英 部署 核武 專家 反制
Military,新聞 范斯 稱 歐洲 維和 部隊 雜牌軍 英 法 跳
Military,情報 白宮 暫停 軍援 迫使 司機 道歉 策略
Military,情報 民調 顯示 多數 美國人 仍 支持 軍援 烏克蘭
Military,情報 民調 顯示 美國人 更 支持 川普 烏 政策
Military,情報 任命 聽證會 台日超 有錢 應 負擔 更多
Military,情報 烏克蘭 美國 今天 可能 會 簽署 礦產 協議
Military,分享 烏克蘭 如何 走到 這 一 步
Military,分享 美國 暫停 軍援 烏克蘭 軍隊 衝擊
Military,情報 烏克蘭 總統 最 新 推特 發言
Military,新聞 美 爭取 更 大 更 好 協議
Military,情報 馬斯克 回應 烏 總統 別 光 說 不 做
Military,分享 歐洲 必須 做好 準備 迎接 川普 可能 退出
Military,情報 為何 拒絕 川普 停火 陷阱
Military,情報 司機 認為 他 沒有 冒犯 到 誰 無意 道歉
Military,情報 無 人機 指揮官 稱 本土 打擊 削弱 俄 作戰 能力
Military,情報 烏俄 戰爭 戰報 20250303
Military,情報 烏俄 戰爭 戰線 情報 20250304
Military,情報 匈牙利 斯洛伐克 擋下 歐盟 200億 援 烏 計畫
Military,情報 烏俄 戰爭 談判 情報 20250304
Military,情報 烏俄 戰爭 美國 暫停 烏 軍援 消息 彙整
Military,情報 官員 稱 武器 庫存 有 半 年 安全期
Military,情報 川普 tsmc 美國 建廠 使 美國 較 不 怕 台海 衝突
